run,type,module,name,attrname,attrvalue,value
General-0-20200715-16:24:08-872,scalar,Scenario.node[33].wlan[0].mgmt,end to end delay,,,0.000115139343
General-0-20200715-16:24:08-872,scalar,Scenario.node[34].wlan[0].mgmt,end to end delay,,,0.000115141681
General-0-20200715-16:24:08-872,scalar,Scenario.node[35].wlan[0].mgmt,end to end delay,,,0.000115144908
General-0-20200715-16:24:08-872,scalar,Scenario.node[36].wlan[0].mgmt,end to end delay,,,0.000115168904
General-0-20200715-16:24:08-872,scalar,Scenario.node[37].wlan[0].mgmt,end to end delay,,,0.000115179049
General-0-20200715-16:24:08-872,scalar,Scenario.node[38].wlan[0].mgmt,end to end delay,,,0.00011519813
General-0-20200715-16:24:08-872,scalar,Scenario.node[39].wlan[0].mgmt,end to end delay,,,0.000115220493
General-0-20200715-16:24:08-872,scalar,Scenario.node[40].wlan[0].mgmt,end to end delay,,,0.000115236298
General-0-20200715-16:24:08-872,scalar,Scenario.node[41].wlan[0].mgmt,end to end delay,,,0.000115268237
General-0-20200715-16:24:08-872,scalar,Scenario.node[42].wlan[0].mgmt,end to end delay,,,0.000115284858
General-0-20200715-16:24:08-872,scalar,Scenario.node[43].wlan[0].mgmt,end to end delay,,,0.000115314485
General-0-20200715-16:24:08-872,scalar,Scenario.node[44].wlan[0].mgmt,end to end delay,,,0.000115319943
General-0-20200715-16:24:08-872,scalar,Scenario.node[45].wlan[0].mgmt,end to end delay,,,0.000115390518
General-0-20200715-16:24:08-872,scalar,Scenario.node[46].wlan[0].mgmt,end to end delay,,,0.000115440139
General-0-20200715-16:24:08-872,scalar,Scenario.node[47].wlan[0].mgmt,end to end delay,,,0.000115474262
General-0-20200715-16:24:08-872,scalar,Scenario.node[48].wlan[0].mgmt,end to end delay,,,0.000115534323
General-0-20200715-16:24:08-872,scalar,Scenario.node[49].wlan[0].mgmt,end to end delay,,,0.000115603011
