run,type,module,name,attrname,attrvalue,value
General-0-20200715-15:47:56-9088,scalar,Scenario.node[10].wlan[0].mgmt,end to end delay,,,0.00013305667
General-0-20200715-15:47:56-9088,scalar,Scenario.node[11].wlan[0].mgmt,end to end delay,,,0.000134573159
General-0-20200715-15:47:56-9088,scalar,Scenario.node[12].wlan[0].mgmt,end to end delay,,,0.00013382772
General-0-20200715-15:47:56-9088,scalar,Scenario.node[13].wlan[0].mgmt,end to end delay,,,0.000135389074
General-0-20200715-15:47:56-9088,scalar,Scenario.node[14].wlan[0].mgmt,end to end delay,,,0.00013567104
General-0-20200715-15:47:56-9088,scalar,Scenario.node[15].wlan[0].mgmt,end to end delay,,,0.000135591818
General-0-20200715-15:47:56-9088,scalar,Scenario.node[16].wlan[0].mgmt,end to end delay,,,0.00012758062
General-0-20200715-15:47:56-9088,scalar,Scenario.node[17].wlan[0].mgmt,end to end delay,,,0.000137660353
General-0-20200715-15:47:56-9088,scalar,Scenario.node[18].wlan[0].mgmt,end to end delay,,,0.00013798428
General-0-20200715-15:47:56-9088,scalar,Scenario.node[19].wlan[0].mgmt,end to end delay,,,0.000137799063
General-0-20200715-15:47:56-9088,scalar,Scenario.node[20].wlan[0].mgmt,end to end delay,,,0.000138995619
General-0-20200715-15:47:56-9088,scalar,Scenario.node[21].wlan[0].mgmt,end to end delay,,,0.000129018685
General-0-20200715-15:47:56-9088,scalar,Scenario.node[22].wlan[0].mgmt,end to end delay,,,0.00013953173
General-0-20200715-15:47:56-9088,scalar,Scenario.node[23].wlan[0].mgmt,end to end delay,,,0.000139415748
General-0-20200715-15:47:56-9088,scalar,Scenario.node[24].wlan[0].mgmt,end to end delay,,,0.00013907245
General-0-20200715-15:47:56-9088,scalar,Scenario.node[25].wlan[0].mgmt,end to end delay,,,0.000139770911
General-0-20200715-15:47:56-9088,scalar,Scenario.node[26].wlan[0].mgmt,end to end delay,,,0.000139722595
General-0-20200715-15:47:56-9088,scalar,Scenario.node[27].wlan[0].mgmt,end to end delay,,,0.000139981375
General-0-20200715-15:47:56-9088,scalar,Scenario.node[28].wlan[0].mgmt,end to end delay,,,0.000140629209
General-0-20200715-15:47:56-9088,scalar,Scenario.node[29].wlan[0].mgmt,end to end delay,,,0.000140215122
General-0-20200715-15:47:56-9088,scalar,Scenario.node[30].wlan[0].mgmt,end to end delay,,,0.000141039894
General-0-20200715-15:47:56-9088,scalar,Scenario.node[31].wlan[0].mgmt,end to end delay,,,0.000141799104
General-0-20200715-15:47:56-9088,scalar,Scenario.node[32].wlan[0].mgmt,end to end delay,,,0.000141297053
General-0-20200715-15:47:56-9088,scalar,Scenario.node[33].wlan[0].mgmt,end to end delay,,,0.000139842585
General-0-20200715-15:47:56-9088,scalar,Scenario.node[34].wlan[0].mgmt,end to end delay,,,0.000141698333
General-0-20200715-15:47:56-9088,scalar,Scenario.node[35].wlan[0].mgmt,end to end delay,,,0.000142953804
General-0-20200715-15:47:56-9088,scalar,Scenario.node[36].wlan[0].mgmt,end to end delay,,,0.000143557674
General-0-20200715-15:47:56-9088,scalar,Scenario.node[37].wlan[0].mgmt,end to end delay,,,0.000144584498
General-0-20200715-15:47:56-9088,scalar,Scenario.node[38].wlan[0].mgmt,end to end delay,,,0.000145620356
General-0-20200715-15:47:56-9088,scalar,Scenario.node[39].wlan[0].mgmt,end to end delay,,,0.000144399081
General-0-20200715-15:47:56-9088,scalar,Scenario.node[40].wlan[0].mgmt,end to end delay,,,0.000142133626
General-0-20200715-15:47:56-9088,scalar,Scenario.node[41].wlan[0].mgmt,end to end delay,,,0.000149094021
General-0-20200715-15:47:56-9088,scalar,Scenario.node[42].wlan[0].mgmt,end to end delay,,,0.000150480498
General-0-20200715-15:47:56-9088,scalar,Scenario.node[43].wlan[0].mgmt,end to end delay,,,0.000152341069
General-0-20200715-15:47:56-9088,scalar,Scenario.node[44].wlan[0].mgmt,end to end delay,,,0.000140890884
General-0-20200715-15:47:56-9088,scalar,Scenario.node[45].wlan[0].mgmt,end to end delay,,,0.000153268036
General-0-20200715-15:47:56-9088,scalar,Scenario.node[46].wlan[0].mgmt,end to end delay,,,0.000149604537
General-0-20200715-15:47:56-9088,scalar,Scenario.node[47].wlan[0].mgmt,end to end delay,,,0.000155910639
General-0-20200715-15:47:56-9088,scalar,Scenario.node[48].wlan[0].mgmt,end to end delay,,,0.000153484214
General-0-20200715-15:47:56-9088,scalar,Scenario.node[49].wlan[0].mgmt,end to end delay,,,0.000171969193
