run,type,module,name,attrname,attrvalue,value
General-0-20200715-15:47:56-9088,runattr,,,configname,General,
General-0-20200715-15:47:56-9088,runattr,,,datetime,20200715-15:47:56,
General-0-20200715-15:47:56-9088,runattr,,,experiment,General,
General-0-20200715-15:47:56-9088,runattr,,,inifile,omnetpp.ini,
General-0-20200715-15:47:56-9088,runattr,,,iterationvars,,
General-0-20200715-15:47:56-9088,runattr,,,iterationvarsf,,
General-0-20200715-15:47:56-9088,runattr,,,measurement,,
General-0-20200715-15:47:56-9088,runattr,,,network,Scenario,
General-0-20200715-15:47:56-9088,runattr,,,processid,9088,
General-0-20200715-15:47:56-9088,runattr,,,repetition,0,
General-0-20200715-15:47:56-9088,runattr,,,replication,#0,
General-0-20200715-15:47:56-9088,runattr,,,resultdir,results,
General-0-20200715-15:47:56-9088,runattr,,,runnumber,0,
General-0-20200715-15:47:56-9088,runattr,,,seedset,0,
General-0-20200715-15:47:56-9088,param,,,Scenario.*.mobilityType,"""VeinsInetMobility""",
General-0-20200715-15:47:56-9088,param,,,Scenario.*.mobility.constraintAreaMinX,0m,
General-0-20200715-15:47:56-9088,param,,,Scenario.*.mobility.constraintAreaMinY,0m,
General-0-20200715-15:47:56-9088,param,,,Scenario.*.mobility.constraintAreaMinZ,0m,
General-0-20200715-15:47:56-9088,param,,,Scenario.*.mobility.constraintAreaMaxX,5000m,
General-0-20200715-15:47:56-9088,param,,,Scenario.*.mobility.constraintAreaMaxY,5000m,
General-0-20200715-15:47:56-9088,param,,,Scenario.*.mobility.constraintAreaMaxZ,0m,
General-0-20200715-15:47:56-9088,param,,,Scenario.node[*].ac_wlan.interfaces,"""wlan0""",
General-0-20200715-15:47:56-9088,param,,,Scenario.*.wlan[*].mgmtType,"""Ieee80211MgmtAP""",
General-0-20200715-15:47:56-9088,param,,,Scenario.*.wlan[*].radioType,"""Ieee80211ScalarRadio""",
General-0-20200715-15:47:56-9088,param,,,Scenario.*.wlan[*].opMode,"""g(mixed)""",
General-0-20200715-15:47:56-9088,param,,,Scenario.*.wlan[*].bitrate,6Mbps,
General-0-20200715-15:47:56-9088,param,,,Scenario.*.wlan[*].mac.typename,"""CsmaCaMac""",
General-0-20200715-15:47:56-9088,param,,,Scenario.*.wlan[*].radio.channelNumber,2,
General-0-20200715-15:47:56-9088,param,,,Scenario.*.wlan[*].mgmt.ssid,"""SSID""",
General-0-20200715-15:47:56-9088,param,,,Scenario.*.wlan[*].mgmt.beaconInterval,200ms,
General-0-20200715-15:47:56-9088,param,,,Scenario.*.wlan[*].radio.carrierFrequency,2.412GHz,
General-0-20200715-15:47:56-9088,param,,,Scenario.*.wlan[*].radio.bandwidth,20MHz,
General-0-20200715-15:47:56-9088,param,,,Scenario.*.wlan[*].radio.transmitter.power,25mW,
General-0-20200715-15:47:56-9088,param,,,Scenario.*.wlan[*].radio.transmitter.modulation,"""BPSK""",
General-0-20200715-15:47:56-9088,param,,,Scenario.*.wlan[*].radio.receiver.sensitivity,-85dBm,
General-0-20200715-15:47:56-9088,param,,,Scenario.radioMedium.physicalEnvironmentModule,"""physicalEnvironment""",
General-0-20200715-15:47:56-9088,param,,,Scenario.radioMedium.propagationType,"""ConstantSpeedPropagation""",
General-0-20200715-15:47:56-9088,param,,,Scenario.radioMedium.pathLossType,"""NakagamiFading""",
General-0-20200715-15:47:56-9088,param,,,Scenario.radioMedium.analogModelType,"""ScalarAnalogModel""",
General-0-20200715-15:47:56-9088,param,,,Scenario.manager.updateInterval,0.001s,
General-0-20200715-15:47:56-9088,param,,,Scenario.manager.host,"""localhost""",
General-0-20200715-15:47:56-9088,param,,,Scenario.manager.port,9999,
General-0-20200715-15:47:56-9088,param,,,Scenario.manager.autoShutdown,true,
General-0-20200715-15:47:56-9088,param,,,Scenario.manager.launchConfig,"xmldoc(""straight.launchd.xml"")",
General-0-20200715-15:47:56-9088,param,,,*.manager.moduleType,"""vtype0=fyp.simulations.singleSide.Car pedestrian=fyp.simulations.singleSideWithPedestrians.pedestrian""",
General-0-20200715-15:47:56-9088,param,,,*.manager.moduleName,"""vtype0=node pedestrian=ped""",
General-0-20200715-15:47:56-9088,param,,,*.manager.moduleDisplayString,"""vtype0='i=veins/node/car;is=vs' pedestrian='i=veins/node/pedestrian;is=vs'""",
General-0-20200715-15:47:56-9088,scalar,Scenario.node[0].wlan[0].mgmt,end to end delay,,,0.000131241584
General-0-20200715-15:47:56-9088,scalar,Scenario.node[1].wlan[0].mgmt,end to end delay,,,0.000130223643
General-0-20200715-15:47:56-9088,scalar,Scenario.node[2].wlan[0].mgmt,end to end delay,,,0.000130911328
General-0-20200715-15:47:56-9088,scalar,Scenario.node[3].wlan[0].mgmt,end to end delay,,,0.000130741256
General-0-20200715-15:47:56-9088,scalar,Scenario.node[4].wlan[0].mgmt,end to end delay,,,0.000131507869
General-0-20200715-15:47:56-9088,scalar,Scenario.node[5].wlan[0].mgmt,end to end delay,,,0.000131852582
General-0-20200715-15:47:56-9088,scalar,Scenario.node[6].wlan[0].mgmt,end to end delay,,,0.000132391382
General-0-20200715-15:47:56-9088,scalar,Scenario.node[7].wlan[0].mgmt,end to end delay,,,0.000131764859
General-0-20200715-15:47:56-9088,scalar,Scenario.node[8].wlan[0].mgmt,end to end delay,,,0.000132518046
General-0-20200715-15:47:56-9088,scalar,Scenario.node[9].wlan[0].mgmt,end to end delay,,,0.00013345863
